subject_ids,date,time,hour,location,temp_F,temp_C,choice,how_many,age,sex,bear_adults,bear_cubs,cam_interaction,activity,gun present
51219923,2020-05-10,10:27:19,10:00:00,Camera 5 Subjects,44,7,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219932,2020-05-10,14:51:31,14:00:00,Camera 5 Subjects,44,7,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219941,2020-05-10,14:53:58,14:00:00,Camera 5 Subjects,44,7,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219948,2020-05-10,14:56:18,14:00:00,Camera 5 Subjects,44,7,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51219958,2020-05-10,16:06:06,16:00:00,Camera 5 Subjects,44,7,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219963,2020-05-10,17:47:26,17:00:00,Camera 5 Subjects,44,7,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49767339,2020-05-11,22:57:20,22:00:00,10,42,6,BEAR,1,Adult,unknown,1,,N,"['RESTING', 'MOVING']",
49174551,2020-05-11,11:42:09,11:00:00,Camera 1 Subjects,48,9,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51215943,2020-05-11,12:56:37,12:00:00,Camera 1 Subjects,53,12,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51395028,2020-05-11,20:59:50,20:00:00,Camera 28 Subjects,37,3,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49245023,2020-05-11,14:03:41,14:00:00,Camera 3 Subjects,41,5,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51217242,2020-05-11,14:21:45,14:00:00,Camera 3 Subjects,48,9,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49245275,2020-05-11,13:15:27,13:00:00,Camera 4 Subjects,42,6,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49245278,2020-05-11,13:18:08,13:00:00,Camera 4 Subjects,42,6,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219975,2020-05-11,9:18:58,9:00:00,Camera 5 Subjects,41,5,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51219978,2020-05-11,11:46:35,11:00:00,Camera 5 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219983,2020-05-11,11:58:08,11:00:00,Camera 5 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219988,2020-05-11,12:14:57,12:00:00,Camera 5 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219994,2020-05-11,13:43:25,13:00:00,Camera 5 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49529320,2020-05-11,11:11:23,11:00:00,Camera 7 Subjects,37,3,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51228748,2020-05-11,11:31:08,11:00:00,Camera 7 Subjects,41,5,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51219999,2020-05-12,7:03:32,7:00:00,Camera 5 Subjects,39,4,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220007,2020-05-12,14:47:00,14:00:00,Camera 5 Subjects,57,14,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220010,2020-05-12,19:07:44,19:00:00,Camera 5 Subjects,46,8,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
49529078,2020-05-12,11:52:49,11:00:00,Camera 6 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51227002,2020-05-12,12:22:12,12:00:00,Camera 6 Subjects,51,11,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49767378,2020-05-13,11:18:04,11:00:00,10,64,18,BEAR,2,Mixed,female/unknown,1,1,Y,"['EATING', 'RESTING', 'INTERACTING']",
51274141,2020-05-13,8:41:35,8:00:00,10,42,6,BEAR,1,Adult,unknown,1,,N,['MOVING'],
51220015,2020-05-13,8:17:21,8:00:00,Camera 5 Subjects,42,6,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220018,2020-05-13,11:48:32,11:00:00,Camera 5 Subjects,66,19,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220024,2020-05-13,13:06:58,13:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220028,2020-05-13,14:21:17,14:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220032,2020-05-13,16:22:43,16:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220040,2020-05-13,17:06:42,17:00:00,Camera 5 Subjects,64,18,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49767384,2020-05-14,16:32:52,16:00:00,10,66,19,BEAR,1,Adult,female,1,,Y,['INTERACTING'],
49767398,2020-05-14,17:33:39,17:00:00,10,60,16,BEAR,1,Adult,unknown,1,,Y,"['MOVING', 'INTERACTING']",
51220053,2020-05-14,12:49:01,12:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220060,2020-05-14,14:40:36,14:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220067,2020-05-14,15:23:00,15:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220072,2020-05-14,17:50:26,17:00:00,Camera 5 Subjects,53,12,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49767399,2020-05-15,3:32:25,3:00:00,10,53,12,BEAR,3,Mixed,female/unknown,2,1,N,['EATING'],
49767423,2020-05-15,4:57:16,4:00:00,10,55,13,BEAR,1,Adult,female,1,,N,['MOVING'],
51220074,2020-05-15,11:10:59,11:00:00,Camera 5 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220080,2020-05-15,14:35:14,14:00:00,Camera 5 Subjects,57,14,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220085,2020-05-15,15:07:13,15:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220089,2020-05-15,16:34:32,16:00:00,Camera 5 Subjects,57,14,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220094,2020-05-15,16:38:26,16:00:00,Camera 5 Subjects,57,14,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220097,2020-05-15,16:41:56,16:00:00,Camera 5 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49767439,2020-05-16,13:26:57,13:00:00,10,73,23,BEAR,1,Unknown,unknown,,,N,['MOVING'],
49767467,2020-05-16,13:45:40,13:00:00,10,75,24,BEAR,1,Adult,female,1,,N,['RESTING'],
49767485,2020-05-16,14:20:23,14:00:00,10,80,27,BEAR,2,Mixed,female/unknown,1,1,N,['EATING'],
49767505,2020-05-16,19:25:57,19:00:00,10,60,16,BEAR,2,Adult,unknown,2,,Y,['INTERACTING'],
49768479,2020-05-16,14:08:50,14:00:00,Camera 11 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49999146,2020-05-16,11:56:50,11:00:00,Camera 13 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51245740,2020-05-16,12:20:28,12:00:00,Camera 13 Subjects,73,23,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220101,2020-05-16,12:59:22,12:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220112,2020-05-16,15:20:27,15:00:00,Camera 5 Subjects,62,17,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220122,2020-05-16,15:38:24,15:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220127,2020-05-16,18:03:44,18:00:00,Camera 5 Subjects,60,16,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49767512,2020-05-17,7:09:14,7:00:00,10,50,10,BEAR,1,Adult,female,1,,N,['MOVING'],
51220132,2020-05-17,8:17:21,8:00:00,Camera 5 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220137,2020-05-17,8:29:18,8:00:00,Camera 5 Subjects,50,10,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220143,2020-05-17,10:17:56,10:00:00,Camera 5 Subjects,55,13,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220146,2020-05-17,17:10:20,17:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51245330,2020-05-18,10:44:22,10:00:00,11,,,BEAR,1,Unknown,unknown,,,N,['MOVING'],
51220152,2020-05-18,9:30:39,9:00:00,Camera 5 Subjects,51,11,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220161,2020-05-18,14:29:24,14:00:00,Camera 5 Subjects,64,18,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220166,2020-05-18,14:48:53,14:00:00,Camera 5 Subjects,68,20,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220172,2020-05-18,15:35:23,15:00:00,Camera 5 Subjects,62,17,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220177,2020-05-18,15:46:48,15:00:00,Camera 5 Subjects,62,17,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220183,2020-05-18,17:39:36,17:00:00,Camera 5 Subjects,59,15,HUMAN,2,NA,NA,NA,NA,NA,foot,N
49767529,2020-05-19,8:28:59,8:00:00,10,57,14,BEAR,1,Adult,unknown,1,,N,['MOVING'],
51220189,2020-05-19,12:04:01,12:00:00,Camera 5 Subjects,68,20,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220195,2020-05-19,17:15:02,17:00:00,Camera 5 Subjects,69,21,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220198,2020-05-19,17:27:26,17:00:00,Camera 5 Subjects,69,21,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220202,2020-05-19,17:36:35,17:00:00,Camera 5 Subjects,69,21,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220207,2020-05-19,17:57:26,17:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220214,2020-05-20,15:01:00,15:00:00,Camera 5 Subjects,80,27,HUMAN,4,NA,NA,NA,NA,NA,non-motor,N
51220220,2020-05-20,15:19:28,15:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49767532,2020-05-21,14:36:10,14:00:00,Camera 10 Subjects,96,36,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220226,2020-05-21,17:21:16,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
49533478,2020-05-21,11:41:52,11:00:00,Camera 8 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220231,2020-05-22,9:14:50,9:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220234,2020-05-22,10:02:03,10:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220241,2020-05-22,16:11:29,16:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220246,2020-05-22,17:10:47,17:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51245072,2020-05-23,8:20:57,8:00:00,10,68,20,BEAR,1,Unknown,female,,,N,['MOVING'],
51274242,2020-05-23,21:22:52,21:00:00,20,62,17,BEAR,1,Unknown,unknown,,,N,['MOVING'],
51220249,2020-05-23,9:12:12,9:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220253,2020-05-23,9:21:10,9:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220257,2020-05-23,10:15:00,10:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220260,2020-05-23,11:36:16,11:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220264,2020-05-23,11:53:44,11:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220274,2020-05-23,13:01:34,13:00:00,Camera 5 Subjects,73,23,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220281,2020-05-23,13:18:38,13:00:00,Camera 5 Subjects,73,23,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220287,2020-05-23,15:00:31,15:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220293,2020-05-23,16:43:45,16:00:00,Camera 5 Subjects,77,25,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220296,2020-05-23,20:12:13,20:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220305,2020-05-23,20:32:04,20:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220317,2020-05-24,12:07:09,12:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220320,2020-05-24,14:45:25,14:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220324,2020-05-24,15:32:35,15:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220330,2020-05-24,16:47:10,16:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220336,2020-05-24,18:35:29,18:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220339,2020-05-24,20:01:51,20:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220344,2020-05-25,9:54:21,9:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220347,2020-05-25,13:54:30,13:00:00,Camera 5 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220356,2020-05-25,14:12:19,14:00:00,Camera 5 Subjects,86,30,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220364,2020-05-25,14:20:51,14:00:00,Camera 5 Subjects,87,31,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220368,2020-05-26,14:31:25,14:00:00,Camera 5 Subjects,93,34,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220372,2020-05-26,17:46:12,17:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220377,2020-05-26,18:11:24,18:00:00,Camera 5 Subjects,78,26,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220380,2020-05-27,10:44:56,10:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220382,2020-05-27,10:55:04,10:00:00,Camera 5 Subjects,77,25,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220391,2020-05-27,11:13:17,11:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220398,2020-05-27,13:20:29,13:00:00,Camera 5 Subjects,86,30,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220400,2020-05-27,15:00:07,15:00:00,Camera 5 Subjects,95,35,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51245075,2020-05-29,16:26:26,16:00:00,10,59,15,BEAR,1,Adult,unknown,1,,Y,['INTERACTING'],
51245079,2020-05-29,17:11:36,17:00:00,10,55,13,BEAR,1,Unknown,unknown,,,Y,['INTERACTING'],
51245080,2020-05-29,18:23:02,18:00:00,10,53,12,BEAR,1,Unknown,unknown,,,Y,['INTERACTING'],
51282213,2020-05-29,10:23:45,10:00:00,4,,,BEAR,1,Young,unknown,,1,Y,['INTERACTING'],
51271208,2020-05-29,13:48:25,13:00:00,Camera 16 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220404,2020-05-29,11:00:13,11:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220412,2020-05-29,11:23:49,11:00:00,Camera 5 Subjects,68,20,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220416,2020-05-29,12:43:31,12:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220420,2020-05-29,15:47:29,15:00:00,Camera 5 Subjects,60,16,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220425,2020-05-29,16:30:54,16:00:00,Camera 5 Subjects,60,16,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220430,2020-05-29,17:24:35,17:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51256490,2020-05-30,13:39:58,13:00:00,15,50,10,BEAR,2,Adult,female,2,,N,['MOVING'],
51256496,2020-05-30,13:40:28,13:00:00,15,50,10,BEAR,1,Adult,female,1,,Y,"['MOVING', 'INTERACTING']",
51220434,2020-05-30,11:17:30,11:00:00,Camera 5 Subjects,51,11,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220436,2020-05-30,11:31:32,11:00:00,Camera 5 Subjects,51,11,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220442,2020-05-30,11:39:05,11:00:00,Camera 5 Subjects,51,11,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220447,2020-05-30,14:00:53,14:00:00,Camera 5 Subjects,55,13,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220451,2020-05-30,15:20:56,15:00:00,Camera 5 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220460,2020-05-30,17:22:28,17:00:00,Camera 5 Subjects,55,13,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51274285,2020-05-31,22:10:09,22:00:00,20,53,12,BEAR,1,Adult,unknown,1,,N,['MOVING'],
51220463,2020-05-31,8:48:28,8:00:00,Camera 5 Subjects,55,13,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220470,2020-05-31,10:00:28,10:00:00,Camera 5 Subjects,62,17,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220474,2020-05-31,11:35:41,11:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220477,2020-05-31,12:04:01,12:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220482,2020-05-31,12:20:58,12:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220487,2020-05-31,12:32:22,12:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220490,2020-05-31,13:07:44,13:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220491,2020-05-31,13:50:51,13:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220492,2020-05-31,13:58:33,13:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220493,2020-05-31,14:38:10,14:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220494,2020-05-31,14:46:45,14:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220496,2020-05-31,17:02:06,17:00:00,Camera 5 Subjects,69,21,HUMAN,3,NA,NA,NA,NA,NA,non-motor,N
51220497,2020-05-31,17:52:33,17:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220498,2020-06-01,9:15:15,9:00:00,Camera 5 Subjects,62,17,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220499,2020-06-01,14:03:28,14:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220500,2020-06-01,18:03:51,18:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220502,2020-06-02,11:38:12,11:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220503,2020-06-02,16:32:22,16:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220504,2020-06-02,17:05:02,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220505,2020-06-02,18:55:20,18:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220506,2020-06-02,18:57:37,18:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220507,2020-06-03,13:39:55,13:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220508,2020-06-03,13:45:08,13:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220509,2020-06-03,15:50:47,15:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220510,2020-06-03,16:23:31,16:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220512,2020-06-03,17:52:25,17:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220513,2020-06-03,19:37:55,19:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220514,2020-06-04,17:59:56,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220516,2020-06-05,13:16:26,13:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220517,2020-06-05,14:03:09,14:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220519,2020-06-05,17:49:30,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51245088,2020-06-06,8:28:34,8:00:00,10,55,13,BEAR,1,Adult,unknown,1,,Y,"['MOVING', 'INTERACTING']",
51245090,2020-06-06,9:03:41,9:00:00,10,55,13,BEAR,1,Adult,unknown,1,,N,['EATING'],
51220520,2020-06-06,11:02:47,11:00:00,Camera 5 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220521,2020-06-06,11:20:55,11:00:00,Camera 5 Subjects,59,15,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220522,2020-06-06,11:38:49,11:00:00,Camera 5 Subjects,59,15,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220523,2020-06-06,12:32:01,12:00:00,Camera 5 Subjects,59,15,HUMAN,4,NA,NA,NA,NA,NA,non-motor,N
51220524,2020-06-06,12:54:30,12:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220525,2020-06-06,13:16:14,13:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220526,2020-06-06,15:05:28,15:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220527,2020-06-06,15:50:46,15:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220529,2020-06-06,17:59:37,17:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51245095,2020-06-07,6:49:01,6:00:00,10,42,6,BEAR,1,Adult,unknown,1,,Y,['INTERACTING'],
51271544,2020-06-07,13:17:16,13:00:00,Camera 17 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51216979,2020-06-07,14:01:08,14:00:00,Camera 2 Subjects,,,HUMAN,4,NA,NA,NA,NA,NA,foot,N
51220530,2020-06-07,18:38:13,18:00:00,Camera 5 Subjects,59,15,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51271557,2020-06-08,8:44:23,8:00:00,Camera 17 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51271561,2020-06-08,9:22:44,9:00:00,Camera 17 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220531,2020-06-08,12:50:53,12:00:00,Camera 5 Subjects,86,30,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220532,2020-06-08,16:30:18,16:00:00,Camera 5 Subjects,93,34,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220533,2020-06-08,16:43:30,16:00:00,Camera 5 Subjects,93,34,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220534,2020-06-09,8:28:59,8:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220535,2020-06-09,9:02:40,9:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220536,2020-06-09,15:37:19,15:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220537,2020-06-10,9:58:58,9:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220539,2020-06-10,13:55:06,13:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220541,2020-06-10,15:37:23,15:00:00,Camera 5 Subjects,78,26,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220542,2020-06-10,16:42:45,16:00:00,Camera 5 Subjects,78,26,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220543,2020-06-10,17:34:29,17:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220544,2020-06-10,17:43:14,17:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51245114,2020-06-11,20:02:08,20:00:00,10,53,12,BEAR,1,Adult,male,1,,Y,"['MOVING', 'INTERACTING']",
51220545,2020-06-11,10:33:17,10:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220546,2020-06-11,12:06:00,12:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220548,2020-06-11,14:23:03,14:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220549,2020-06-11,15:17:10,15:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220550,2020-06-11,16:11:03,16:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220551,2020-06-11,17:56:20,17:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220553,2020-06-11,18:04:16,18:00:00,Camera 5 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220554,2020-06-11,18:14:05,18:00:00,Camera 5 Subjects,57,14,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220555,2020-06-12,11:42:10,11:00:00,Camera 5 Subjects,59,15,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220556,2020-06-12,15:31:08,15:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220557,2020-06-12,15:37:44,15:00:00,Camera 5 Subjects,60,16,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220558,2020-06-12,15:48:47,15:00:00,Camera 5 Subjects,60,16,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220561,2020-06-13,11:56:20,11:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220562,2020-06-13,13:13:55,13:00:00,Camera 5 Subjects,62,17,HUMAN,2,NA,NA,NA,NA,NA,foot,N
