subject_ids,date,time,hour,location,temp_F,temp_C,choice,how_many,age,sex,bear_adults,bear_cubs,cam_interaction,activity,gun present
51220566,2020-06-13,14:19:04,14:00:00,Camera 5 Subjects,60,16,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220568,2020-06-13,14:38:15,14:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220569,2020-06-13,15:08:54,15:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220571,2020-06-13,15:35:10,15:00:00,Camera 5 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220572,2020-06-13,16:46:01,16:00:00,Camera 5 Subjects,62,17,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220573,2020-06-13,18:23:39,18:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220574,2020-06-13,19:27:04,19:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220575,2020-06-14,10:42:19,10:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220576,2020-06-14,10:54:26,10:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220577,2020-06-14,12:41:20,12:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220578,2020-06-14,13:19:34,13:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220579,2020-06-14,13:30:09,13:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220580,2020-06-14,13:41:54,13:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220592,2020-06-14,18:02:29,18:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51217728,2020-06-15,16:38:56,16:00:00,3,75,24,BEAR,1,Adult,unknown,1,,N,['MOVING'],
51220609,2020-06-15,9:02:16,9:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220623,2020-06-15,12:58:20,12:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220646,2020-06-15,14:35:24,14:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220659,2020-06-15,14:37:54,14:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220666,2020-06-15,17:39:47,17:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220675,2020-06-15,18:52:18,18:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220676,2020-06-15,18:55:54,18:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51245774,2020-06-16,9:38:30,9:00:00,13,69,21,BEAR,2,Mixed,female/unknown,1,1,N,['MOVING'],
51220677,2020-06-16,9:55:18,9:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220680,2020-06-17,16:52:40,16:00:00,Camera 5 Subjects,93,34,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220682,2020-06-18,10:21:13,10:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220683,2020-06-18,14:54:04,14:00:00,Camera 5 Subjects,95,35,HUMAN,7,NA,NA,NA,NA,NA,non-motor,N
51220684,2020-06-19,9:54:21,9:00:00,Camera 5 Subjects,82,28,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220685,2020-06-19,13:38:46,13:00:00,Camera 5 Subjects,77,25,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51227677,2020-06-19,15:43:59,15:00:00,Camera 6 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51227682,2020-06-19,16:03:53,16:00:00,Camera 6 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220687,2020-06-20,15:45:51,15:00:00,Camera 5 Subjects,60,16,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220689,2020-06-20,15:56:15,15:00:00,Camera 5 Subjects,60,16,HUMAN,7,NA,NA,NA,NA,NA,foot,N
51256647,2020-06-21,12:54:45,12:00:00,15,66,19,BEAR,1,Adult,female,1,,N,['MOVING'],
51271289,2020-06-21,19:12:40,19:00:00,16,73,23,BEAR,1,Adult,male,1,,Y,['INTERACTING'],
51220693,2020-06-21,9:37:43,9:00:00,Camera 5 Subjects,62,17,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220694,2020-06-21,12:47:53,12:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220695,2020-06-21,13:41:07,13:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220696,2020-06-21,13:44:31,13:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220697,2020-06-21,14:43:40,14:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220698,2020-06-21,15:46:30,15:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220699,2020-06-21,16:46:36,16:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220700,2020-06-21,17:32:59,17:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220701,2020-06-21,21:20:25,21:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51245180,2020-06-22,15:39:12,15:00:00,10,69,21,BEAR,1,Adult,female,1,,Y,"['INTERACTING', 'MOVING']",
51220702,2020-06-22,11:56:25,11:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220703,2020-06-22,13:31:09,13:00:00,Camera 5 Subjects,69,21,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220704,2020-06-22,14:25:38,14:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220706,2020-06-22,14:50:25,14:00:00,Camera 5 Subjects,68,20,HUMAN,5,NA,NA,NA,NA,NA,foot,N
51274338,2020-06-23,11:37:22,11:00:00,20,57,14,BEAR,1,Adult,unknown,1,,N,['MOVING'],
51220707,2020-06-23,16:53:29,16:00:00,Camera 5 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220708,2020-06-23,17:14:42,17:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220709,2020-06-23,18:03:24,18:00:00,Camera 5 Subjects,68,20,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220710,2020-06-24,13:27:23,13:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220711,2020-06-24,13:40:59,13:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220712,2020-06-24,16:37:47,16:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220713,2020-06-24,17:48:50,17:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220714,2020-06-24,18:43:10,18:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51245186,2020-06-25,10:28:01,10:00:00,10,73,23,BEAR,1,Young,unknown,,1,Y,['INTERACTING'],
51220715,2020-06-25,15:00:48,15:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220716,2020-06-25,15:30:37,15:00:00,Camera 5 Subjects,78,26,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220717,2020-06-26,8:38:02,8:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220719,2020-06-26,9:10:00,9:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220720,2020-06-26,12:53:30,12:00:00,Camera 5 Subjects,80,27,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220721,2020-06-26,14:41:35,14:00:00,Camera 5 Subjects,89,32,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220722,2020-06-26,14:47:28,14:00:00,Camera 5 Subjects,91,33,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220723,2020-06-26,14:57:12,14:00:00,Camera 5 Subjects,93,34,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220724,2020-06-27,8:06:53,8:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220725,2020-06-27,8:18:11,8:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220727,2020-06-27,14:12:39,14:00:00,Camera 5 Subjects,78,26,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220728,2020-06-27,14:52:46,14:00:00,Camera 5 Subjects,84,29,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220729,2020-06-27,15:20:22,15:00:00,Camera 5 Subjects,84,29,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51245201,2020-06-28,17:08:21,17:00:00,10,80,27,BEAR,1,Adult,female,1,,N,['MOVING'],
50061047,2020-06-28,18:26:58,18:00:00,18,75,24,BEAR,1,Unknown,unknown,,,Y,['INTERACTING'],
51220730,2020-06-28,9:52:55,9:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220731,2020-06-28,11:08:09,11:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220732,2020-06-28,11:13:28,11:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220733,2020-06-28,11:20:06,11:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220734,2020-06-28,11:32:53,11:00:00,Camera 5 Subjects,78,26,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220735,2020-06-28,14:20:36,14:00:00,Camera 5 Subjects,82,28,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220736,2020-06-29,10:11:33,10:00:00,Camera 5 Subjects,73,23,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220737,2020-06-29,10:15:26,10:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220738,2020-06-29,12:12:14,12:00:00,Camera 5 Subjects,86,30,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220741,2020-06-29,13:03:24,13:00:00,Camera 5 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220742,2020-06-30,15:12:24,15:00:00,Camera 5 Subjects,96,36,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220743,2020-06-30,16:24:22,16:00:00,Camera 5 Subjects,95,35,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220745,2020-07-02,14:36:19,14:00:00,Camera 5 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220746,2020-07-02,14:49:47,14:00:00,Camera 5 Subjects,89,32,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220747,2020-07-03,10:54:52,10:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220748,2020-07-03,17:47:14,17:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220749,2020-07-03,18:10:39,18:00:00,Camera 5 Subjects,82,28,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220750,2020-07-04,12:26:34,12:00:00,Camera 5 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220751,2020-07-04,12:46:58,12:00:00,Camera 5 Subjects,87,31,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220752,2020-07-04,19:55:06,19:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220753,2020-07-04,19:59:18,19:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220754,2020-07-05,11:32:30,11:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220757,2020-07-06,11:12:05,11:00:00,Camera 5 Subjects,82,28,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220759,2020-07-07,15:19:18,15:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220760,2020-07-07,18:06:25,18:00:00,Camera 5 Subjects,84,29,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220761,2020-07-07,18:10:03,18:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220762,2020-07-07,18:46:13,18:00:00,Camera 5 Subjects,82,28,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51217780,2020-07-08,8:34:45,8:00:00,3,64,18,BEAR,1,Adult,unknown,1,,N,"['STANDING', 'EATING']",
51217789,2020-07-08,8:36:07,8:00:00,3,64,18,BEAR,1,Young,unknown,,1,N,['MOVING'],
51220764,2020-07-10,14:08:31,14:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220765,2020-07-10,17:03:41,17:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220766,2020-07-11,10:05:26,10:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220767,2020-07-11,10:16:07,10:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220768,2020-07-11,17:22:44,17:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220769,2020-07-11,18:48:28,18:00:00,Camera 5 Subjects,73,23,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220770,2020-07-11,19:05:14,19:00:00,Camera 5 Subjects,73,23,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220773,2020-07-12,9:14:00,9:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220774,2020-07-12,9:29:00,9:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220775,2020-07-12,13:05:45,13:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220776,2020-07-12,14:09:33,14:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220777,2020-07-12,14:21:28,14:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220779,2020-07-12,15:40:12,15:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220780,2020-07-12,16:32:35,16:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220781,2020-07-13,10:52:53,10:00:00,Camera 5 Subjects,77,25,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220784,2020-07-13,13:43:06,13:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220785,2020-07-13,17:31:11,17:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220786,2020-07-13,17:36:06,17:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220787,2020-07-14,13:35:32,13:00:00,Camera 5 Subjects,77,25,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220788,2020-07-15,9:29:13,9:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220789,2020-07-15,11:59:14,11:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220791,2020-07-15,18:05:57,18:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51256783,2020-07-16,12:22:58,12:00:00,15,78,26,BEAR,1,Adult,female,1,,N,['MOVING'],
51282379,2020-07-16,12:49:12,12:00:00,4,,,BEAR,2,Mixed,female/unknown,1,1,Y,"['RESTING', 'MOVING', 'INTERACTING']",
51220795,2020-07-16,15:53:50,15:00:00,Camera 5 Subjects,91,33,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220796,2020-07-16,16:30:27,16:00:00,Camera 5 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220797,2020-07-17,7:40:52,7:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220798,2020-07-17,10:38:11,10:00:00,Camera 5 Subjects,80,27,HUMAN,4,NA,NA,NA,NA,NA,non-motor,N
51220799,2020-07-17,10:48:47,10:00:00,Camera 5 Subjects,82,28,HUMAN,4,NA,NA,NA,NA,NA,non-motor,N
51220802,2020-07-17,10:58:00,10:00:00,Camera 5 Subjects,82,28,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220803,2020-07-17,15:56:29,15:00:00,Camera 5 Subjects,86,30,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220804,2020-07-18,15:58:17,15:00:00,Camera 5 Subjects,87,31,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51217863,2020-07-19,21:00:57,21:00:00,3,68,20,BEAR,1,Adult,unknown,1,,Y,"['MOVING', 'INTERACTING']",
51220805,2020-07-19,11:38:25,11:00:00,Camera 5 Subjects,78,26,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220806,2020-07-19,12:58:03,12:00:00,Camera 5 Subjects,82,28,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220807,2020-07-19,15:49:50,15:00:00,Camera 5 Subjects,87,31,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220808,2020-07-19,16:50:08,16:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220812,2020-07-20,15:42:41,15:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220813,2020-07-20,16:39:32,16:00:00,Camera 5 Subjects,71,22,HUMAN,4,NA,NA,NA,NA,NA,foot,N
51220814,2020-07-20,18:09:51,18:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220816,2020-07-21,11:45:56,11:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220817,2020-07-21,12:07:01,12:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220818,2020-07-21,17:20:42,17:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220819,2020-07-21,17:37:57,17:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220820,2020-07-22,18:19:38,18:00:00,Camera 5 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51217031,2020-07-23,16:33:40,16:00:00,Camera 2 Subjects,,,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220821,2020-07-23,11:05:43,11:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220822,2020-07-23,12:33:58,12:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220823,2020-07-23,12:44:07,12:00:00,Camera 5 Subjects,71,22,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220825,2020-07-23,15:13:29,15:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220831,2020-07-24,12:50:09,12:00:00,Camera 5 Subjects,82,28,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220832,2020-07-24,15:41:53,15:00:00,Camera 5 Subjects,91,33,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51256889,2020-07-25,16:48:18,16:00:00,15,87,31,BEAR,1,Adult,unknown,1,,N,['MOVING'],
51220837,2020-07-25,10:28:06,10:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220838,2020-07-25,11:08:00,11:00:00,Camera 5 Subjects,87,31,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51220839,2020-07-25,11:39:09,11:00:00,Camera 5 Subjects,89,32,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220840,2020-07-25,11:49:57,11:00:00,Camera 5 Subjects,89,32,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220841,2020-07-25,16:34:50,16:00:00,Camera 5 Subjects,95,35,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220842,2020-07-25,17:32:58,17:00:00,Camera 5 Subjects,93,34,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51271349,2020-07-26,20:06:33,20:00:00,16,80,27,BEAR,1,Young,unknown,,1,N,['MOVING'],
51395197,2020-07-27,15:32:28,15:00:00,Camera 30 Subjects,77,25,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220846,2020-07-27,10:38:31,10:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220847,2020-07-27,12:01:20,12:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220848,2020-07-27,12:16:55,12:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220849,2020-07-27,15:05:09,15:00:00,Camera 5 Subjects,84,29,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220851,2020-07-27,17:19:43,17:00:00,Camera 5 Subjects,84,29,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220876,2020-07-28,8:33:28,8:00:00,Camera 5 Subjects,68,20,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220878,2020-07-28,17:33:13,17:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220879,2020-07-28,17:42:10,17:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220880,2020-07-28,18:51:00,18:00:00,Camera 5 Subjects,78,26,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220884,2020-07-29,13:17:09,13:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220937,2020-07-29,13:45:00,13:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220938,2020-07-30,10:22:37,10:00:00,Camera 5 Subjects,71,22,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220940,2020-07-30,12:55:37,12:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220941,2020-07-30,17:55:23,17:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220942,2020-07-30,21:10:22,21:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51271368,2020-07-31,15:26:05,15:00:00,16,80,27,BEAR,1,Young,unknown,,1,Y,"['MOVING', 'INTERACTING']",
51220944,2020-07-31,10:46:03,10:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220945,2020-07-31,11:43:08,11:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220948,2020-07-31,13:12:22,13:00:00,Camera 5 Subjects,77,25,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220949,2020-07-31,15:00:23,15:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220950,2020-07-31,16:36:09,16:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220951,2020-07-31,16:49:13,16:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220952,2020-07-31,17:03:31,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220978,2020-07-31,17:20:06,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220979,2020-07-31,17:27:31,17:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220980,2020-07-31,18:13:06,18:00:00,Camera 5 Subjects,77,25,HUMAN,3,NA,NA,NA,NA,NA,non-motor,N
51272088,2020-08-01,9:31:19,9:00:00,Camera 17 Subjects,64,18,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51272089,2020-08-01,10:15:48,10:00:00,Camera 17 Subjects,66,19,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220983,2020-08-01,11:59:38,11:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220984,2020-08-01,13:03:49,13:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51220986,2020-08-01,14:18:08,14:00:00,Camera 5 Subjects,80,27,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51220988,2020-08-02,12:30:58,12:00:00,Camera 5 Subjects,64,18,HUMAN,2,NA,NA,NA,NA,NA,foot,N
51395123,2020-08-03,19:04:56,19:00:00,29,60,16,BEAR,1,Adult,unknown,1,,Y,['INTERACTING'],
51220990,2020-08-03,13:35:57,13:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51220991,2020-08-03,14:42:49,14:00:00,Camera 5 Subjects,69,21,HUMAN,3,NA,NA,NA,NA,NA,foot,N
51220996,2020-08-03,15:19:11,15:00:00,Camera 5 Subjects,69,21,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51296104,2020-08-04,19:56:16,19:00:00,27,55,13,BEAR,3,Mixed,female/unknown,1,2,Y,"['MOVING', 'INTERACTING']",
51272094,2020-08-04,17:40:21,17:00:00,Camera 17 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51272095,2020-08-04,17:50:38,17:00:00,Camera 17 Subjects,59,15,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51221137,2020-08-05,12:12:23,12:00:00,Camera 5 Subjects,73,23,HUMAN,1,NA,NA,NA,NA,NA,non-motor,N
51221138,2020-08-05,13:15:28,13:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51221139,2020-08-05,14:42:09,14:00:00,Camera 5 Subjects,75,24,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51221140,2020-08-05,18:29:39,18:00:00,Camera 5 Subjects,75,24,HUMAN,2,NA,NA,NA,NA,NA,non-motor,N
51256933,2020-08-06,5:03:07,5:00:00,15,59,15,BEAR,1,Adult,female,1,,Y,['INTERACTING'],
51221144,2020-08-06,11:32:09,11:00:00,Camera 5 Subjects,78,26,HUMAN,1,NA,NA,NA,NA,NA,foot,N
51221145,2020-08-06,12:01:02,12:00:00,Camera 5 Subjects,80,27,HUMAN,1,NA,NA,NA,NA,NA,foot,N
